Fid,CityID ,City,CityName,Year,P_NSF(%)
145,220,无锡市,Wuxi,2019,34.64764175
146,238,徐州市,Xuzhou,2019,37.23361355
147,24,常州市,Changzhou,2019,33.27467182
148,193,苏州市,Suzhou,2019,37.34276385
149,149,南通市,Nantong,2019,31.39454174
150,121,连云港市,Lianyungang,2019,27.42344837
151,83,淮安市,Huai'an,2019,27.45970091
152,244,盐城市,Yancheng,2019,34.14966381
153,245,扬州市,Yangzhou,2019,31.36185281
154,274,镇江市,Zhenjiang,2019,27.10972453
155,202,泰州市,Taizhou,2019,23.62667719
156,68,杭州市,Hangzhou,2019,41.9755745
157,152,宁波市,Ningbo,2019,32.06958297
158,216,温州市,Wenzhou,2019,30.30114279
159,96,嘉兴市,Jiaxing,2019,28.01506087
160,184,绍兴市,Shaoxing,2019,29.30921769
161,102,金华市,Jinhua,2019,27.12709149
162,199,台州市,Taizhou,2019,25.19906792
163,69,合肥市,Hefei,2019,36.95551998
164,222,芜湖市,Wuhu,2019,37.37897938
165,50,福州市,Fuzhou,2019,41.6912611
166,175,厦门市,Xiamen,2019,41.34616217
167,170,泉州市,Quanzhou,2019,29.66666864
168,153,宁德市,Ningde,2019,34.85222596
169,144,南昌市,Nanchang,2019,34.54917888
170,109,九江市,Jiujiang,2019,35.59500053
171,55,赣州市,Ganzhou,2019,23.90656934
172,93,济南市,Ji'nan,2019,42.28563382
173,165,青岛市,Qingdao,2019,34.34341706
174,285,淄博市,Zibo,2019,30.17401588
175,263,枣庄市,Zaozhuang,2019,23.40337353
176,45,东营市,Dongying,2019,30.58181818
177,242,烟台市,Yantai,2019,38.89744272
178,214,潍坊市,Weifang,2019,28.23977346
179,94,济宁市,Jining,2019,34.18531147
180,201,泰安市,Tai'an,2019,30.40464498
181,213,威海市,Weihai,2019,34.22920389
182,171,日照市,Rizhao,2019,22.16178223
183,127,临沂市,Linyi,2019,30.20518135
184,42,德州市,Dezhou,2019,27.53316441
185,20,滨州市,Binzhou,2019,26.40409013
186,275,郑州市,Zhengzhou,2019,42.60263722
187,111,开封市,Kaifeng,2019,28.60246675
188,136,洛阳市,Luoyang,2019,34.02339731
189,4,安阳市,Anyang,2019,28.30284319
190,234,新乡市,Xinxiang,2019,28.55926638
191,99,焦作市,Jiaozuo,2019,29.55394285
192,160,濮阳市,Puyang,2019,17.50076223
193,239,许昌市,Xuchang,2019,23.07634477
194,150,南阳市,Nanyang,2019,32.29381769
195,179,商丘市,Shangqiu,2019,11.70568562
196,280,周口市,Zhoukou,2019,24.8194323
197,224,武汉市,Wuhan,2019,45.65096042
198,250,宜昌市,Yichang,2019,28.71095394
199,232,孝感市,Xiaogan,2019,27.86851139
200,86,黄冈市,Huanggang,2019,28.24427481
201,270,长沙市,Changsha,2019,38.97984695
202,281,株洲市,Zhuzhou,2019,35.44153832
203,230,湘潭市,Xiangtan,2019,24.9909166
204,77,衡阳市,Hengyang,2019,31.49115209
205,183,邵阳市,Shaoyang,2019,26.54650756
206,260,岳阳市,Yueyang,2019,20.08599509
207,23,常德市,Changde,2019,16.88343558
208,27,郴州市,Chenzhou,2019,31.954739
209,59,广州市,Guangzhou,2019,44.68251157
210,185,深圳市,Shenzhen,2019,54.84854763
211,282,珠海市,Zhuhai,2019,35.60137951
212,176,汕头市,Shantou,2019,28.61560946
213,49,佛山市,Foshan,2019,32.62478169
214,98,江门市,Jiangmen,2019,26.55060508
215,139,茂名市,Maoming,2019,20.98507046
216,273,肇庆市,Zhaoqing,2019,25.26161369
217,89,惠州市,Huizhou,2019,33.72341359
218,141,梅州市,Meizhou,2019,25.08192203
219,166,清远市,Qingyuan,2019,31.71451203
220,44,东莞市,Dongguan,2019,30.45770395
221,276,中山市,Zhongshan,2019,26.41697731
222,26,潮州市,Chaozhou,2019,25.07484424
223,147,南宁市,Nanning,2019,43.77548207
224,62,桂林市,Guilin,2019,28.93864176
225,17,北海市,Beihai,2019,9.68463431
226,65,海口市,Haikou,2019,34.25147348
227,174,三亚市,Sanya,2019,35.7933099
228,278,重庆市,Chongqing,2019,39.65425549
229,29,成都市,Chengdu,2019,35.64195974
230,41,德阳市,Deyang,2019,23.26222812
231,142,绵阳市,Mianyang,2019,30.13294202
232,140,眉山市,Meishan,2019,23.31549832
233,61,贵阳市,Guiyang,2019,39.35658428
234,113,昆明市,Kunming,2019,46.21439588
235,119,丽江市,Lijiang,2019,36.20251018
236,114,拉萨市,Lasa,2019,25.45928281
237,116,兰州市,Lanzhou,2019,37.96457818
238,227,西宁市,Xining,2019,36.45901501
239,253,银川市,Yinchuan,2019,47.07629274
240,219,乌鲁木齐市,Urumqi,2019,39.60017575
241,18,北京市,Beijing,2023,59.25596916
242,204,天津市,Tianjin,2023,46.01578723
243,187,石家庄市,Shijiazhuang,2023,53.34262818
244,203,唐山市,Tangshan,2023,48.35158551
245,164,秦皇岛市,Qinhuangdao,2023,52.67941198
246,66,邯郸市,Handan,2023,41.19700385
247,237,邢台市,Xingtai,2023,46.15608337
248,15,保定市,Baoding,2023,49.04719699
249,266,张家口市,Zhangjiakou,2023,44.69773594
250,30,承德市,Chengde,2023,40.43848965
251,22,沧州市,Cangzhou,2023,53.06735893
252,117,廊坊市,Langfang,2023,46.67143453
253,200,太原市,Taiyuan,2023,49.64971174
254,78,呼和浩特市,Hohhot,2023,48.12795005
255,13,包头市,Baotou,2023,32.89414859
256,46,鄂尔多斯市,Erdos,2023,38.80997748
257,28,沈阳市,Shenyang,2023,43.79167593
258,36,大连市,Dalian,2023,45.22488584
259,155,盘锦市,Panjin,2023,36.78200893
260,269,长春市,Changchun,2023,46.68472231
261,92,吉林市,Jilin,2023,44.84803096
262,63,哈尔滨市,Harbin,2023,49.48369795
263,180,上海市,Shanghai,2023,43.26994472
264,146,南京市,Nanjing,2023,53.70248058
265,220,无锡市,Wuxi,2023,41.14551659
266,238,徐州市,Xuzhou,2023,46.47653456
267,24,常州市,Changzhou,2023,40.63501311
268,193,苏州市,Suzhou,2023,42.65625683
269,149,南通市,Nantong,2023,38.63881006
270,121,连云港市,Lianyungang,2023,34.53821656
271,83,淮安市,Huai'an,2023,32.44871377
272,244,盐城市,Yancheng,2023,43.91284927
273,245,扬州市,Yangzhou,2023,40.96750143
274,274,镇江市,Zhenjiang,2023,30.86491257
275,202,泰州市,Taizhou,2023,30.39347723
276,68,杭州市,Hangzhou,2023,49.60959286
277,152,宁波市,Ningbo,2023,38.37555694
278,216,温州市,Wenzhou,2023,30.58687253
279,96,嘉兴市,Jiaxing,2023,35.058783
280,184,绍兴市,Shaoxing,2023,33.00774452
281,102,金华市,Jinhua,2023,31.57017685
282,199,台州市,Taizhou,2023,30.80680293
283,69,合肥市,Hefei,2023,45.7189158
284,222,芜湖市,Wuhu,2023,44.56373396
285,50,福州市,Fuzhou,2023,48.49458866
286,175,厦门市,Xiamen,2023,44.17909669
287,170,泉州市,Quanzhou,2023,31.39945387
288,153,宁德市,Ningde,2023,41.54929577
289,144,南昌市,Nanchang,2023,39.48166239
290,109,九江市,Jiujiang,2023,37.96112654
291,55,赣州市,Ganzhou,2023,31.55612361
292,93,济南市,Ji'nan,2023,55.3393312
293,165,青岛市,Qingdao,2023,43.36709341
294,285,淄博市,Zibo,2023,39.83156581
295,263,枣庄市,Zaozhuang,2023,31.26782658
296,45,东营市,Dongying,2023,38.84080149
297,242,烟台市,Yantai,2023,50.47620844
298,214,潍坊市,Weifang,2023,41.72871648
299,94,济宁市,Jining,2023,41.56451119
300,201,泰安市,Tai'an,2023,41.28432122
301,213,威海市,Weihai,2023,44.13673408
302,171,日照市,Rizhao,2023,35.1576414
303,127,临沂市,Linyi,2023,44.46618869
304,42,德州市,Dezhou,2023,41.1109868
305,20,滨州市,Binzhou,2023,39.62762446
306,275,郑州市,Zhengzhou,2023,54.82810936
307,111,开封市,Kaifeng,2023,33.29798083
308,136,洛阳市,Luoyang,2023,45.29595271
309,4,安阳市,Anyang,2023,41.71659231
310,234,新乡市,Xinxiang,2023,38.48208674
311,99,焦作市,Jiaozuo,2023,40.91721595
312,160,濮阳市,Puyang,2023,26.63560112
313,239,许昌市,Xuchang,2023,33.50613915
314,150,南阳市,Nanyang,2023,46.67006976
315,179,商丘市,Shangqiu,2023,10.80480213
316,280,周口市,Zhoukou,2023,43.87644659
317,224,武汉市,Wuhan,2023,54.66854212
318,250,宜昌市,Yichang,2023,35.92156863
319,232,孝感市,Xiaogan,2023,40.33734531
320,86,黄冈市,Huanggang,2023,36.55146027
321,270,长沙市,Changsha,2023,43.3682891
322,281,株洲市,Zhuzhou,2023,40.09848283
323,230,湘潭市,Xiangtan,2023,29.26709779
324,77,衡阳市,Hengyang,2023,39.13601055
325,183,邵阳市,Shaoyang,2023,32.62113171
326,260,岳阳市,Yueyang,2023,19.7579758
327,23,常德市,Changde,2023,21.45052754
328,27,郴州市,Chenzhou,2023,38.22829219
329,59,广州市,Guangzhou,2023,48.00346871
330,185,深圳市,Shenzhen,2023,58.95383875
331,282,珠海市,Zhuhai,2023,42.68359386
332,176,汕头市,Shantou,2023,31.68808239
333,49,佛山市,Foshan,2023,39.61119885
334,98,江门市,Jiangmen,2023,27.27120349
335,139,茂名市,Maoming,2023,29.15299632
336,273,肇庆市,Zhaoqing,2023,31.52288547
337,89,惠州市,Huizhou,2023,38.08053334
338,141,梅州市,Meizhou,2023,29.51892969
339,166,清远市,Qingyuan,2023,34.34791799
340,44,东莞市,Dongguan,2023,34.21462252
341,276,中山市,Zhongshan,2023,31.57537053
342,26,潮州市,Chaozhou,2023,27.48287671
343,147,南宁市,Nanning,2023,50.92983979
344,62,桂林市,Guilin,2023,31.35139103
345,17,北海市,Beihai,2023,9.76070529
346,65,海口市,Haikou,2023,43.81455308
347,174,三亚市,Sanya,2023,47.46417716
348,278,重庆市,Chongqing,2023,48.12432326
349,29,成都市,Chengdu,2023,45.5528334
350,41,德阳市,Deyang,2023,29.21081476
351,142,绵阳市,Mianyang,2023,35.27837259
352,140,眉山市,Meishan,2023,26.93976612
353,61,贵阳市,Guiyang,2023,44.75127837
354,113,昆明市,Kunming,2023,52.75586374
355,119,丽江市,Lijiang,2023,35.54790895
356,114,拉萨市,Lasa,2023,37.88864787
357,116,兰州市,Lanzhou,2023,45.60308635
358,227,西宁市,Xining,2023,48.45784098
359,253,银川市,Yinchuan,2023,59.19548546
360,219,乌鲁木齐市,Urumqi,2023,49.60403333
